event_id,timestamp,session_id,source_ip,destination_asset,protocol,port,action,bytes_out_mb,connection_count,unusual_protocol
FW_0048,2026-08-08 08:24:00,VPN_1609,10.20.9.26,OT_04,HTTPS,443,ALLOW,4.54,7,0
FW_0903,2026-08-08 08:34:00,VPN_1333,10.20.6.70,OT_14,MODBUS,502,ALLOW,1.32,14,0
FW_1110,2026-08-08 08:38:00,VPN_1609,10.20.9.26,OT_04,SSH,22,ALLOW,1.77,11,0
FW_0702,2026-08-08 10:14:00,VPN_0981,10.20.10.36,OT_08,HTTPS,443,ALLOW,6.02,8,0
FW_1428,2026-08-08 10:22:00,VPN_1818,10.20.3.212,OT_09,MODBUS,502,ALLOW,3.38,6,0
FW_0073,2026-08-08 10:50:00,VPN_1818,10.20.3.212,OT_09,TELNET,23,DENY,7.55,8,1
FW_0737,2026-08-08 11:00:00,VPN_1021,10.20.5.66,OT_10,MODBUS,502,ALLOW,5.79,6,0
FW_0450,2026-08-08 11:23:00,VPN_1021,10.20.5.66,OT_10,HTTPS,443,ALLOW,1.93,6,0
FW_1079,2026-08-08 11:24:00,VPN_1061,10.20.8.106,OT_05,SSH,22,ALLOW,1.25,8,0
FW_1513,2026-08-08 11:31:00,VPN_0790,10.20.3.2,OT_03,MODBUS,502,ALLOW,17.42,7,0
FW_1443,2026-08-08 11:44:00,VPN_1021,10.20.5.66,OT_10,HTTPS,443,ALLOW,4.12,8,0
FW_0977,2026-08-08 11:49:00,VPN_1061,10.20.8.106,OT_05,MODBUS,502,ALLOW,3.56,15,0
FW_0867,2026-08-08 13:28:00,VPN_0170,10.20.5.135,OT_14,MODBUS,502,ALLOW,8.26,5,0
FW_1687,2026-08-08 14:10:00,VPN_1293,10.20.6.48,OT_05,MODBUS,502,ALLOW,6.9,5,0
FW_1627,2026-08-08 14:10:00,VPN_0685,10.20.7.170,OT_03,HTTPS,443,ALLOW,1.51,10,0
FW_0337,2026-08-08 14:24:00,VPN_1815,10.20.10.144,OT_05,MODBUS,502,ALLOW,1.84,7,0
FW_0076,2026-08-08 14:59:00,VPN_0240,10.20.6.128,OT_04,HTTPS,443,ALLOW,7.71,7,0
FW_1034,2026-08-08 15:00:00,VPN_1701,10.20.11.230,OT_06,HTTPS,443,ALLOW,9.39,4,0
FW_1264,2026-08-08 15:43:00,VPN_1701,10.20.11.230,OT_06,MODBUS,502,ALLOW,5.45,8,0
FW_0456,2026-08-08 16:01:00,VPN_0764,10.20.1.225,OT_11,MODBUS,502,ALLOW,3.03,3,0
FW_1663,2026-08-08 16:29:00,VPN_1235,198.51.100.61,OT_12,MODBUS,502,ALLOW,13.55,40,0
FW_1769,2026-08-08 17:01:00,VPN_0764,10.20.1.225,OT_11,MODBUS,502,ALLOW,13.35,9,0
FW_0827,2026-08-08 17:05:00,VPN_0664,10.20.11.66,OT_05,MODBUS,502,ALLOW,4.68,7,0
FW_1800,2026-08-08 17:10:00,VPN_0664,10.20.11.66,OT_05,SSH,22,ALLOW,7.09,10,0
FW_1808,2026-08-08 17:36:00,VPN_0021,10.20.8.35,OT_07,MODBUS,502,ALLOW,1.97,13,0
FW_0650,2026-08-08 17:55:00,VPN_0727,10.20.11.157,OT_12,MODBUS,502,ALLOW,19.47,10,0
FW_0920,2026-08-08 18:33:00,VPN_0285,10.20.8.247,OT_12,HTTPS,443,ALLOW,1.68,3,0
FW_0241,2026-08-08 18:34:00,VPN_1432,10.20.9.156,OT_02,MODBUS,502,ALLOW,1.52,3,0
FW_1126,2026-08-08 18:40:00,VPN_0727,10.20.11.157,OT_12,MODBUS,502,ALLOW,24.36,4,0
FW_1380,2026-08-08 19:24:00,VPN_1060,10.20.8.180,OT_07,MODBUS,502,ALLOW,3.35,7,0
FW_1177,2026-08-08 19:30:00,VPN_1637,10.20.2.139,OT_01,MODBUS,502,ALLOW,3.85,6,0
FW_1472,2026-08-08 19:47:00,VPN_1060,10.20.8.180,OT_07,MODBUS,502,ALLOW,2.14,13,0
FW_1492,2026-08-08 19:50:00,VPN_1456,10.20.6.197,OT_12,MODBUS,502,ALLOW,5.66,11,0
FW_1070,2026-08-08 20:12:00,VPN_1637,10.20.2.139,OT_01,HTTPS,443,ALLOW,1.56,6,0
FW_1324,2026-08-08 20:20:00,VPN_1637,10.20.2.139,OT_01,HTTPS,443,ALLOW,5.92,9,0
FW_1056,2026-08-08 21:01:00,VPN_1702,10.20.5.86,OT_07,MODBUS,502,ALLOW,2.1,6,0
FW_1032,2026-08-08 21:36:00,VPN_0769,10.20.10.180,OT_12,HTTPS,443,ALLOW,4.37,3,0
FW_0023,2026-08-08 21:37:00,VPN_0769,10.20.10.180,OT_12,MODBUS,502,ALLOW,3.4,10,0
FW_0394,2026-08-08 21:44:00,VPN_0769,10.20.10.180,OT_12,HTTPS,443,ALLOW,6.5,5,0
FW_0204,2026-08-08 21:50:00,VPN_0769,10.20.10.180,OT_12,FTP,21,ALLOW,1.78,8,1
FW_1599,2026-08-08 21:56:00,VPN_1665,10.20.3.39,OT_08,MODBUS,502,ALLOW,1.78,9,0
FW_0550,2026-08-08 22:10:00,VPN_1228,10.20.11.46,OT_03,MODBUS,502,ALLOW,3.35,9,0
FW_0847,2026-08-08 22:10:00,VPN_0593,10.20.3.237,OT_15,HTTPS,443,ALLOW,2.53,9,0
FW_0169,2026-08-08 22:25:00,VPN_0100,10.20.1.163,OT_03,RDP,3389,ALLOW,1.66,9,0
FW_0606,2026-08-08 22:47:00,VPN_1016,10.20.2.163,OT_10,MODBUS,502,ALLOW,5.56,7,0
FW_1471,2026-08-08 22:55:00,VPN_0593,10.20.3.237,OT_15,MODBUS,502,ALLOW,1.03,9,0
FW_0409,2026-08-08 22:57:00,VPN_1228,10.20.11.46,OT_03,FTP,21,ALLOW,2.91,3,1
FW_0653,2026-08-08 23:21:00,VPN_1226,10.20.4.125,OT_03,MODBUS,502,ALLOW,6.99,11,0
FW_1450,2026-08-08 23:36:00,VPN_0593,10.20.3.237,OT_15,MODBUS,502,ALLOW,3.04,9,0
FW_0898,2026-08-09 00:12:00,VPN_1226,10.20.4.125,OT_03,MODBUS,502,ALLOW,3.18,6,0
FW_0644,2026-08-09 00:31:00,VPN_1226,10.20.4.125,OT_03,MODBUS,502,ALLOW,2.7,7,0
FW_0809,2026-08-09 00:38:00,VPN_0707,10.20.4.134,OT_03,HTTPS,443,ALLOW,2.41,8,0
FW_0268,2026-08-09 00:43:00,VPN_0451,198.51.100.205,OT_06,HTTPS,443,ALLOW,25.59,42,0
FW_0878,2026-08-09 00:49:00,VPN_0775,10.20.5.21,OT_13,MODBUS,502,ALLOW,2.23,6,0
FW_1884,2026-08-09 00:52:00,VPN_0775,10.20.5.21,OT_13,RDP,3389,ALLOW,1.39,8,0
FW_0183,2026-08-09 01:01:00,VPN_0707,10.20.4.134,OT_03,SMB,445,ALLOW,1.78,6,1
FW_0289,2026-08-09 01:14:00,VPN_0152,198.51.100.169,OT_15,MODBUS,502,ALLOW,43.13,42,0
FW_0807,2026-08-09 01:44:00,VPN_0775,10.20.5.21,OT_13,HTTPS,443,ALLOW,1.42,14,0
FW_0448,2026-08-09 01:45:00,VPN_0857,10.20.10.229,OT_13,MODBUS,502,ALLOW,1.88,9,0
FW_0107,2026-08-09 01:59:00,VPN_0775,10.20.5.21,OT_13,MODBUS,502,ALLOW,14.87,14,0
FW_1778,2026-08-09 02:10:00,VPN_0180,10.20.8.246,OT_08,HTTPS,443,ALLOW,12.06,8,0
FW_1351,2026-08-09 02:21:00,VPN_0742,10.20.4.78,OT_10,MODBUS,502,ALLOW,0.91,5,0
FW_0767,2026-08-09 02:47:00,VPN_0742,10.20.4.78,OT_10,MODBUS,502,ALLOW,0.93,11,0
FW_1421,2026-08-09 03:03:00,VPN_1030,10.20.12.48,OT_04,MODBUS,502,ALLOW,2.24,11,0
FW_1508,2026-08-09 03:03:00,VPN_0167,10.20.10.76,OT_04,SSH,22,ALLOW,6.41,10,0
FW_0690,2026-08-09 03:24:00,VPN_1030,10.20.12.48,OT_04,HTTPS,443,ALLOW,6.11,10,0
FW_0255,2026-08-09 03:39:00,VPN_1030,10.20.12.48,OT_04,MODBUS,502,ALLOW,1.41,7,0
FW_0420,2026-08-09 05:14:00,VPN_0079,10.20.2.43,OT_13,MODBUS,502,ALLOW,8.26,12,0
FW_1397,2026-08-09 06:58:00,VPN_1066,10.20.10.195,OT_01,HTTPS,443,ALLOW,1.38,5,0
FW_0592,2026-08-09 07:08:00,VPN_0662,10.20.11.103,OT_07,MODBUS,502,ALLOW,1.45,4,0
FW_0057,2026-08-09 07:26:00,VPN_1066,10.20.10.195,OT_01,HTTPS,443,ALLOW,2.01,7,0
FW_0299,2026-08-09 07:32:00,VPN_1804,10.20.12.192,OT_12,MODBUS,502,ALLOW,7.39,4,0
FW_1099,2026-08-09 07:47:00,VPN_0662,10.20.11.103,OT_07,MODBUS,502,ALLOW,2.71,5,0
FW_0685,2026-08-09 08:34:00,VPN_1567,10.20.10.133,OT_09,HTTPS,443,ALLOW,5.53,4,0
FW_1982,2026-08-09 08:46:00,VPN_1567,10.20.10.133,OT_09,HTTPS,443,ALLOW,1.11,8,0
FW_1897,2026-08-09 09:10:00,VPN_0396,10.20.10.86,OT_15,SSH,22,ALLOW,25.98,6,0
FW_1393,2026-08-09 09:13:00,VPN_0196,10.20.1.106,OT_06,MODBUS,502,ALLOW,2.45,10,0
FW_0509,2026-08-09 09:34:00,VPN_0171,198.51.100.193,OT_14,RDP,3389,ALLOW,15.12,38,0
FW_1907,2026-08-09 09:40:00,VPN_0396,10.20.10.86,OT_15,MODBUS,502,ALLOW,2.76,7,0
FW_0467,2026-08-09 10:19:00,VPN_0349,10.20.7.173,OT_06,HTTPS,443,ALLOW,4.01,12,0
FW_1913,2026-08-09 10:19:00,VPN_1610,10.20.6.231,OT_05,MODBUS,502,ALLOW,11.66,5,0
FW_1268,2026-08-09 10:33:00,VPN_0349,10.20.7.173,OT_06,HTTPS,443,ALLOW,2.63,6,0
FW_1585,2026-08-09 10:36:00,VPN_1885,10.20.6.102,OT_13,MODBUS,502,ALLOW,2.33,11,0
FW_0833,2026-08-09 10:44:00,VPN_0554,10.20.11.215,OT_03,SSH,22,ALLOW,2.03,7,0
FW_1903,2026-08-09 11:32:00,VPN_0554,10.20.11.215,OT_03,HTTPS,443,ALLOW,6.23,8,0
FW_0525,2026-08-09 11:48:00,VPN_0390,10.20.5.215,OT_08,HTTPS,443,ALLOW,9.96,10,0
FW_0329,2026-08-09 11:54:00,VPN_0457,10.20.5.51,OT_14,MODBUS,502,ALLOW,0.87,9,0
FW_1560,2026-08-09 11:55:00,VPN_0390,10.20.5.215,OT_08,MODBUS,502,ALLOW,2.15,4,0
FW_1091,2026-08-09 12:09:00,VPN_0675,10.20.3.235,OT_02,HTTPS,443,ALLOW,5.89,6,0
FW_1992,2026-08-09 12:25:00,VPN_1096,10.20.5.46,OT_07,MODBUS,502,ALLOW,2.72,11,0
FW_1109,2026-08-09 12:27:00,VPN_0457,10.20.5.51,OT_14,MODBUS,502,ALLOW,3.11,8,0
FW_1240,2026-08-09 13:01:00,VPN_0506,198.51.100.75,OT_15,SSH,22,ALLOW,16.69,42,0
FW_0938,2026-08-09 14:13:00,VPN_1620,10.20.11.117,OT_13,HTTPS,443,ALLOW,10.09,6,0
FW_0778,2026-08-09 14:27:00,VPN_1620,10.20.11.117,OT_13,MODBUS,502,ALLOW,0.61,10,0
FW_0985,2026-08-09 15:08:00,VPN_1716,198.51.100.2,OT_10,HTTPS,443,ALLOW,69.05,41,0
FW_1624,2026-08-09 15:35:00,VPN_1716,198.51.100.2,OT_10,FTP,21,DENY,50.23,43,1
FW_1483,2026-08-09 15:46:00,VPN_1179,10.20.9.188,OT_02,SMB,445,ALLOW,1.8,10,1
FW_1361,2026-08-09 16:41:00,VPN_1527,10.20.2.193,OT_02,MODBUS,502,ALLOW,1.01,4,0
FW_1138,2026-08-09 18:10:00,VPN_0633,10.20.2.6,OT_13,HTTPS,443,ALLOW,2.36,8,0
FW_1261,2026-08-09 19:05:00,VPN_0633,10.20.2.6,OT_13,FTP,21,DENY,1.9,7,1
FW_1292,2026-08-09 19:07:00,VPN_0633,10.20.2.6,OT_13,MODBUS,502,ALLOW,2.8,9,0
FW_0168,2026-08-09 19:08:00,VPN_0124,10.20.6.131,OT_15,HTTPS,443,ALLOW,1.67,7,0
FW_1003,2026-08-09 20:16:00,VPN_1384,10.20.10.126,OT_08,FTP,21,DENY,3.21,7,1
FW_1590,2026-08-09 20:45:00,VPN_1990,10.20.6.7,OT_15,SSH,22,ALLOW,5.78,4,0
FW_1289,2026-08-09 21:09:00,VPN_1469,198.51.100.28,OT_03,SSH,22,ALLOW,22.51,39,0
FW_0452,2026-08-09 21:15:00,VPN_1990,10.20.6.7,OT_15,MODBUS,502,ALLOW,15.1,6,0
FW_0307,2026-08-09 21:16:00,VPN_1384,10.20.10.126,OT_08,RDP,3389,ALLOW,2.57,9,0
FW_1900,2026-08-09 21:35:00,VPN_1469,198.51.100.28,OT_03,SMB,445,ALLOW,85.24,34,1
FW_1881,2026-08-09 22:45:00,VPN_1420,10.20.3.27,OT_13,MODBUS,502,ALLOW,2.63,10,0
FW_1693,2026-08-09 23:15:00,VPN_1420,10.20.3.27,OT_13,MODBUS,502,ALLOW,0.98,7,0
FW_1399,2026-08-10 00:30:00,VPN_1377,10.20.8.123,OT_09,SSH,22,ALLOW,9.06,8,0
FW_1792,2026-08-10 00:50:00,VPN_1920,198.51.100.117,OT_10,MODBUS,502,ALLOW,22.18,42,0
FW_0967,2026-08-10 01:13:00,VPN_1209,10.20.5.85,OT_03,MODBUS,502,ALLOW,5.34,6,0
FW_1519,2026-08-10 01:22:00,VPN_1377,10.20.8.123,OT_09,HTTPS,443,ALLOW,2.44,8,0
FW_0913,2026-08-10 01:29:00,VPN_1209,10.20.5.85,OT_03,MODBUS,502,ALLOW,2.03,8,0
FW_1696,2026-08-10 02:03:00,VPN_0344,10.20.8.144,OT_05,SSH,22,ALLOW,1.61,10,0
FW_1632,2026-08-10 02:10:00,VPN_0293,10.20.8.9,OT_01,SSH,22,ALLOW,5.94,8,0
FW_1417,2026-08-10 02:19:00,VPN_1591,10.20.10.127,OT_15,HTTPS,443,ALLOW,0.68,8,0
FW_1258,2026-08-10 02:35:00,VPN_1766,10.20.1.128,OT_07,TELNET,23,DENY,3.03,6,1
FW_0298,2026-08-10 02:50:00,VPN_1766,10.20.1.128,OT_07,MODBUS,502,ALLOW,1.78,7,0
FW_0326,2026-08-10 02:53:00,VPN_0293,10.20.8.9,OT_01,MODBUS,502,ALLOW,4.25,7,0
FW_0012,2026-08-10 03:21:00,VPN_0780,10.20.10.14,OT_11,MODBUS,502,ALLOW,3.56,6,0
FW_0047,2026-08-10 04:23:00,VPN_1896,10.20.12.166,OT_13,TELNET,23,ALLOW,0.93,8,1
FW_0277,2026-08-10 06:15:00,VPN_0015,10.20.3.17,OT_02,MODBUS,502,ALLOW,3.71,9,0
FW_1130,2026-08-10 07:00:00,VPN_0015,10.20.3.17,OT_02,MODBUS,502,ALLOW,9.29,8,0
FW_0318,2026-08-10 07:12:00,VPN_0015,10.20.3.17,OT_02,MODBUS,502,ALLOW,2.29,13,0
FW_1346,2026-08-10 07:58:00,VPN_0663,10.20.12.109,OT_06,SSH,22,ALLOW,2.54,6,0
FW_1738,2026-08-10 08:16:00,VPN_1115,198.51.100.251,OT_06,HTTPS,443,ALLOW,37.85,37,0
FW_1075,2026-08-10 08:26:00,VPN_0663,10.20.12.109,OT_06,RDP,3389,ALLOW,1.54,8,0
FW_1814,2026-08-10 08:53:00,VPN_0647,10.20.4.38,OT_14,MODBUS,502,ALLOW,4.16,11,0
FW_1083,2026-08-10 08:56:00,VPN_1115,198.51.100.251,OT_06,MODBUS,502,ALLOW,13.69,31,0
FW_0712,2026-08-10 08:59:00,VPN_1414,10.20.6.117,OT_09,MODBUS,502,ALLOW,7.25,6,0
FW_0292,2026-08-10 09:53:00,VPN_1526,10.20.2.95,OT_12,SSH,22,ALLOW,6.5,8,0
FW_0714,2026-08-10 10:05:00,VPN_1918,10.20.9.17,OT_05,MODBUS,502,ALLOW,2.83,10,0
FW_1373,2026-08-10 10:39:00,VPN_0878,198.51.100.18,OT_01,MODBUS,502,ALLOW,41.48,37,0
FW_1819,2026-08-10 10:58:00,VPN_1058,10.20.7.147,OT_05,SSH,22,ALLOW,3.79,6,0
FW_0850,2026-08-10 11:28:00,VPN_1247,198.51.100.46,OT_04,SSH,22,ALLOW,14.39,19,0
FW_1589,2026-08-10 12:57:00,VPN_0312,10.20.9.127,OT_06,HTTPS,443,ALLOW,7.08,9,0
FW_0858,2026-08-10 13:09:00,VPN_0454,10.20.1.179,OT_05,MODBUS,502,ALLOW,1.43,9,0
FW_1658,2026-08-10 13:25:00,VPN_0980,10.20.10.71,OT_10,HTTPS,443,ALLOW,1.52,7,0
FW_1229,2026-08-10 14:18:00,VPN_1441,10.20.7.83,OT_08,HTTPS,443,ALLOW,3.52,7,0
FW_1499,2026-08-10 14:33:00,VPN_0710,10.20.7.15,OT_03,RDP,3389,ALLOW,2.35,8,0
FW_1205,2026-08-10 14:40:00,VPN_0710,10.20.7.15,OT_03,RDP,3389,ALLOW,3.44,7,0
FW_0944,2026-08-10 14:54:00,VPN_1441,10.20.7.83,OT_08,MODBUS,502,ALLOW,5.53,7,0
FW_1358,2026-08-10 15:06:00,VPN_0710,10.20.7.15,OT_03,MODBUS,502,ALLOW,2.26,9,0
FW_0974,2026-08-10 15:31:00,VPN_0693,10.20.10.232,OT_04,SMB,445,ALLOW,52.85,43,1
FW_1076,2026-08-10 15:46:00,VPN_1836,10.20.2.5,OT_04,HTTPS,443,ALLOW,76.58,42,0
FW_0257,2026-08-10 16:13:00,VPN_1934,10.20.1.102,OT_05,SSH,22,ALLOW,2.04,11,0
FW_0075,2026-08-10 16:17:00,VPN_1934,10.20.1.102,OT_05,MODBUS,502,ALLOW,4.75,9,0
FW_0266,2026-08-10 16:33:00,VPN_1836,10.20.2.5,OT_04,MODBUS,502,ALLOW,87.77,41,0
FW_1527,2026-08-10 16:36:00,VPN_1836,10.20.2.5,OT_04,FTP,21,DENY,18.56,35,1
FW_1959,2026-08-10 16:50:00,VPN_0614,10.20.9.219,OT_07,MODBUS,502,ALLOW,11.21,9,0
FW_1613,2026-08-10 16:51:00,VPN_0952,10.20.6.181,OT_01,SSH,22,ALLOW,2.37,3,0
FW_1352,2026-08-10 17:09:00,VPN_0405,10.20.5.164,OT_05,HTTPS,443,ALLOW,3.32,9,0
FW_1216,2026-08-10 17:16:00,VPN_0405,10.20.5.164,OT_05,MODBUS,502,ALLOW,4.65,6,0
FW_0030,2026-08-10 17:37:00,VPN_1907,10.20.8.114,OT_08,RDP,3389,ALLOW,4.44,9,0
FW_0601,2026-08-10 17:57:00,VPN_0952,10.20.6.181,OT_01,SSH,22,ALLOW,4.93,3,0
FW_0222,2026-08-10 17:58:00,VPN_0952,10.20.6.181,OT_01,HTTPS,443,ALLOW,1.8,12,0
FW_0517,2026-08-10 18:32:00,VPN_0230,10.20.10.146,OT_02,MODBUS,502,ALLOW,5.59,11,0
FW_0816,2026-08-10 18:39:00,VPN_0910,10.20.2.9,OT_12,SSH,22,ALLOW,1.38,8,0
FW_1631,2026-08-10 19:20:00,VPN_0910,10.20.2.9,OT_12,MODBUS,502,ALLOW,18.92,8,0
FW_0992,2026-08-10 19:34:00,VPN_1964,198.51.100.87,OT_14,MODBUS,502,ALLOW,15.16,41,0
FW_0880,2026-08-10 19:48:00,VPN_1256,10.20.2.162,OT_02,HTTPS,443,ALLOW,1.3,6,0
FW_1217,2026-08-10 19:50:00,VPN_0239,10.20.7.218,OT_15,MODBUS,502,ALLOW,10.08,9,0
FW_1402,2026-08-10 19:52:00,VPN_1454,10.20.10.65,OT_09,RDP,3389,ALLOW,3.54,11,0
FW_1098,2026-08-10 20:00:00,VPN_1256,10.20.2.162,OT_02,MODBUS,502,ALLOW,5.37,9,0
FW_1141,2026-08-10 20:08:00,VPN_0239,10.20.7.218,OT_15,MODBUS,502,ALLOW,1.28,11,0
FW_1087,2026-08-10 20:19:00,VPN_1454,10.20.10.65,OT_09,HTTPS,443,ALLOW,2.01,5,0
FW_1481,2026-08-10 21:03:00,VPN_0239,10.20.7.218,OT_15,MODBUS,502,ALLOW,8.93,3,0
FW_1381,2026-08-10 21:30:00,VPN_0213,10.20.7.247,OT_14,HTTPS,443,ALLOW,12.19,7,0
FW_0095,2026-08-10 21:47:00,VPN_0213,10.20.7.247,OT_14,MODBUS,502,ALLOW,3.05,15,0
FW_0139,2026-08-10 21:50:00,VPN_0213,10.20.7.247,OT_14,HTTPS,443,ALLOW,5.31,5,0
FW_0499,2026-08-10 21:54:00,VPN_0625,198.51.100.33,OT_03,FTP,21,ALLOW,15.28,39,1
FW_1979,2026-08-10 22:00:00,VPN_1984,10.20.6.188,OT_07,MODBUS,502,ALLOW,9.2,7,0
FW_1014,2026-08-10 22:09:00,VPN_0625,198.51.100.33,OT_03,FTP,21,ALLOW,47.93,39,1
FW_1183,2026-08-10 22:22:00,VPN_1984,10.20.6.188,OT_07,SSH,22,ALLOW,0.46,6,0
FW_0234,2026-08-10 22:48:00,VPN_1033,198.51.100.166,OT_07,MODBUS,502,ALLOW,16.55,43,0
FW_0814,2026-08-10 23:11:00,VPN_1033,198.51.100.166,OT_07,TELNET,23,ALLOW,45.81,44,1
FW_0965,2026-08-10 23:12:00,VPN_1919,10.20.11.6,OT_13,RDP,3389,ALLOW,6.22,6,0
FW_0132,2026-08-10 23:22:00,VPN_1195,10.20.10.115,OT_10,HTTPS,443,ALLOW,7.04,8,0
FW_1169,2026-08-10 23:25:00,VPN_0532,10.20.1.4,OT_07,MODBUS,502,ALLOW,1.09,4,0
FW_0149,2026-08-10 23:52:00,VPN_0532,10.20.1.4,OT_07,MODBUS,502,ALLOW,1.98,4,0
FW_1228,2026-08-11 00:00:00,VPN_1772,10.20.5.223,OT_10,FTP,21,DENY,7.23,7,1
FW_1175,2026-08-11 00:02:00,VPN_1195,10.20.10.115,OT_10,MODBUS,502,ALLOW,2.67,6,0
FW_1357,2026-08-11 00:15:00,VPN_1195,10.20.10.115,OT_10,TELNET,23,DENY,0.77,7,1
FW_1286,2026-08-11 00:45:00,VPN_0077,10.20.10.61,OT_04,HTTPS,443,ALLOW,1.28,10,0
FW_1577,2026-08-11 01:25:00,VPN_1720,10.20.11.82,OT_08,MODBUS,502,ALLOW,1.69,10,0
FW_0776,2026-08-11 01:26:00,VPN_0621,10.20.10.153,OT_03,SSH,22,ALLOW,1.95,14,0
FW_0267,2026-08-11 01:49:00,VPN_0046,198.51.100.87,OT_10,FTP,21,DENY,93.62,41,1
FW_0647,2026-08-11 03:07:00,VPN_0205,10.20.6.147,OT_12,SMB,445,ALLOW,2.21,7,1
FW_1004,2026-08-11 03:30:00,VPN_1258,10.20.5.128,OT_10,HTTPS,443,ALLOW,2.74,12,0
FW_1723,2026-08-11 04:57:00,VPN_1703,10.20.9.156,OT_12,HTTPS,443,ALLOW,1.73,9,0
FW_0975,2026-08-11 05:12:00,VPN_0384,10.20.11.176,OT_14,SMB,445,DENY,1.32,9,1
FW_1102,2026-08-11 05:51:00,VPN_1703,10.20.9.156,OT_12,HTTPS,443,ALLOW,1.32,15,0
FW_0233,2026-08-11 06:08:00,VPN_1262,10.20.10.215,OT_01,MODBUS,502,ALLOW,16.35,12,0
FW_1795,2026-08-11 06:15:00,VPN_0384,10.20.11.176,OT_14,SSH,22,ALLOW,4.46,8,0
FW_1997,2026-08-11 06:29:00,VPN_0384,10.20.11.176,OT_14,MODBUS,502,ALLOW,3.15,6,0
FW_0451,2026-08-11 06:37:00,VPN_0174,10.20.9.45,OT_14,HTTPS,443,ALLOW,4.55,9,0
FW_1475,2026-08-11 06:45:00,VPN_1436,10.20.11.201,OT_08,MODBUS,502,ALLOW,2.98,13,0
FW_1989,2026-08-11 06:52:00,VPN_0174,10.20.9.45,OT_14,MODBUS,502,ALLOW,5.69,7,0
FW_1964,2026-08-11 06:57:00,VPN_0754,10.20.2.3,OT_15,SSH,22,ALLOW,5.07,6,0
FW_1484,2026-08-11 07:01:00,VPN_0174,10.20.9.45,OT_14,MODBUS,502,ALLOW,10.44,9,0
FW_1213,2026-08-11 07:04:00,VPN_1152,10.20.3.12,OT_15,HTTPS,443,ALLOW,8.13,5,0
FW_1652,2026-08-11 07:12:00,VPN_1045,10.20.12.20,OT_04,SSH,22,ALLOW,6.46,3,0
FW_0314,2026-08-11 07:20:00,VPN_0754,10.20.2.3,OT_15,HTTPS,443,ALLOW,0.86,8,0
FW_1905,2026-08-11 07:30:00,VPN_0134,10.20.1.40,OT_11,MODBUS,502,ALLOW,1.45,6,0
FW_1135,2026-08-11 07:32:00,VPN_0075,10.20.1.32,OT_04,MODBUS,502,ALLOW,3.14,6,0
FW_0263,2026-08-11 08:15:00,VPN_0754,10.20.2.3,OT_15,MODBUS,502,ALLOW,8.42,10,0
FW_1718,2026-08-11 08:19:00,VPN_0008,10.20.1.139,OT_13,SSH,22,ALLOW,1.54,6,0
FW_1221,2026-08-11 08:19:00,VPN_1152,10.20.3.12,OT_15,MODBUS,502,ALLOW,8.4,7,0
FW_0781,2026-08-11 08:29:00,VPN_1152,10.20.3.12,OT_15,MODBUS,502,ALLOW,2.6,6,0
FW_1713,2026-08-11 09:52:00,VPN_0979,10.20.10.193,OT_08,HTTPS,443,ALLOW,5.39,15,0
FW_0796,2026-08-11 10:16:00,VPN_0477,10.20.10.26,OT_10,MODBUS,502,ALLOW,4.68,7,0
FW_1857,2026-08-11 11:30:00,VPN_0477,10.20.10.26,OT_10,MODBUS,502,ALLOW,2.18,15,0
FW_1612,2026-08-11 12:01:00,VPN_1017,10.20.7.15,OT_06,MODBUS,502,ALLOW,1.36,6,0
FW_1764,2026-08-11 12:03:00,VPN_1086,10.20.4.13,OT_10,HTTPS,443,ALLOW,1.92,5,0
FW_0656,2026-08-11 12:08:00,VPN_0637,10.20.6.199,OT_10,HTTPS,443,ALLOW,0.73,12,0
FW_0071,2026-08-11 12:25:00,VPN_0637,10.20.6.199,OT_10,MODBUS,502,ALLOW,2.03,6,0
FW_0929,2026-08-11 12:27:00,VPN_1017,10.20.7.15,OT_06,MODBUS,502,ALLOW,0.83,7,0
FW_1317,2026-08-11 13:07:00,VPN_0637,10.20.6.199,OT_10,MODBUS,502,ALLOW,8.41,8,0
FW_1888,2026-08-11 13:09:00,VPN_1672,10.20.5.143,OT_12,HTTPS,443,ALLOW,2.32,9,0
FW_1154,2026-08-11 14:29:00,VPN_1339,198.51.100.232,OT_13,HTTPS,443,ALLOW,23.87,38,0
FW_1972,2026-08-11 14:56:00,VPN_1020,10.20.5.241,OT_11,SSH,22,ALLOW,5.27,7,0
FW_1720,2026-08-11 15:20:00,VPN_1020,10.20.5.241,OT_11,SSH,22,ALLOW,1.62,15,0
FW_1291,2026-08-11 15:33:00,VPN_0357,10.20.7.55,OT_12,MODBUS,502,ALLOW,14.19,10,0
FW_1459,2026-08-11 15:52:00,VPN_1443,10.20.3.141,OT_14,MODBUS,502,ALLOW,5.5,10,0
FW_0372,2026-08-11 17:05:00,VPN_1291,10.20.9.41,OT_09,RDP,3389,ALLOW,2.52,9,0
FW_0663,2026-08-11 17:14:00,VPN_1000,10.20.11.144,OT_10,HTTPS,443,ALLOW,6.24,9,0
FW_0766,2026-08-11 17:18:00,VPN_0093,10.20.8.214,OT_05,SSH,22,ALLOW,4.55,5,0
FW_0018,2026-08-11 17:34:00,VPN_0237,10.20.2.74,OT_01,RDP,3389,ALLOW,2.52,15,0
