session_id,timestamp,vendor_id,user_id,source_ip,device_id,geo_region,login_result,mfa_used,duration_min,bytes_out_mb,asset_id,off_hours,new_device,failed_attempts,unusual_asset,label_suspicious
VPN_1764,2026-08-17 12:16:00,VENDOR_04,USER_04,10.20.4.29,DEV_04_A,Windhoek,SUCCESS,1,23.5,11.11,OT_15,0,0,0,0,0
VPN_0074,2026-08-17 12:20:00,VENDOR_01,USER_01,10.20.1.191,DEV_01_A,Windhoek,SUCCESS,1,38.5,1.3,OT_04,0,0,1,0,0
VPN_1284,2026-08-17 12:27:00,VENDOR_10,USER_10,10.20.10.132,DEV_10_A,Windhoek,SUCCESS,1,28.3,4.31,OT_10,0,0,3,0,0
VPN_1011,2026-08-17 13:13:00,VENDOR_06,USER_06,10.20.6.66,DEV_06_A,Windhoek,SUCCESS,1,20.2,18.39,OT_14,0,0,0,0,0
VPN_0709,2026-08-17 13:24:00,VENDOR_05,USER_05,10.20.5.71,DEV_05_A,Erongo,SUCCESS,1,43.6,6.97,OT_08,0,0,0,0,0
VPN_0466,2026-08-17 14:10:00,VENDOR_10,USER_10,10.20.10.218,DEV_10_A,Erongo,SUCCESS,1,32.8,4.21,OT_01,0,0,0,1,0
VPN_0805,2026-08-17 14:34:00,VENDOR_06,USER_06,10.20.6.213,DEV_06_A,Windhoek,SUCCESS,1,23.8,3.79,OT_15,0,0,0,0,0
VPN_0855,2026-08-17 14:35:00,VENDOR_10,USER_10,10.20.10.12,DEV_10_A,Windhoek,SUCCESS,1,38.6,5.59,OT_01,0,0,1,0,0
VPN_1582,2026-08-17 14:37:00,VENDOR_11,USER_11,10.20.11.110,DEV_11_A,Windhoek,SUCCESS,1,12.3,1.1,OT_12,0,0,0,0,0
VPN_0743,2026-08-17 14:59:00,VENDOR_03,USER_03,10.20.3.168,DEV_03_A,Erongo,SUCCESS,1,38.9,2.88,OT_06,0,0,1,0,0
VPN_0452,2026-08-17 15:06:00,VENDOR_12,USER_12,10.20.12.139,DEV_12_A,Windhoek,SUCCESS,1,46.0,6.19,OT_03,0,0,0,0,0
VPN_0258,2026-08-17 15:09:00,VENDOR_11,USER_11,10.20.11.197,DEV_11_A,Erongo,SUCCESS,1,27.8,3.96,OT_08,0,0,1,0,0
VPN_0194,2026-08-17 15:10:00,VENDOR_09,USER_09,10.20.9.188,DEV_09_A,Windhoek,SUCCESS,1,20.0,12.02,OT_12,0,0,1,0,0
VPN_1279,2026-08-17 15:18:00,VENDOR_11,USER_11,10.20.11.231,DEV_11_A,Windhoek,SUCCESS,1,42.6,3.39,OT_11,0,0,0,0,0
VPN_0345,2026-08-17 15:19:00,VENDOR_07,USER_07,10.20.7.63,DEV_07_A,Windhoek,SUCCESS,1,27.7,8.14,OT_11,0,0,0,0,0
VPN_1824,2026-08-17 15:36:00,VENDOR_04,USER_04,10.20.4.23,DEV_04_A,Windhoek,SUCCESS,1,21.8,5.88,OT_06,0,0,1,0,0
VPN_1753,2026-08-17 16:19:00,VENDOR_07,USER_07,10.20.7.37,DEV_07_A,Windhoek,SUCCESS,1,18.6,25.22,OT_14,0,0,0,0,0
VPN_0716,2026-08-17 16:35:00,VENDOR_01,USER_01,10.20.1.19,DEV_01_A,Windhoek,SUCCESS,1,41.0,4.58,OT_07,0,0,1,1,0
VPN_1736,2026-08-17 16:54:00,VENDOR_03,USER_03,10.20.3.90,DEV_03_A,Windhoek,SUCCESS,1,30.7,2.17,OT_08,0,0,0,0,0
VPN_1960,2026-08-17 17:04:00,VENDOR_06,USER_06,10.20.6.97,DEV_06_A,Windhoek,SUCCESS,1,28.5,10.59,OT_06,0,0,1,0,0
VPN_1220,2026-08-17 17:47:00,VENDOR_12,USER_12,10.20.12.166,DEV_12_A,Windhoek,SUCCESS,0,35.1,3.96,OT_04,0,0,0,0,0
VPN_0576,2026-08-17 18:06:00,VENDOR_05,USER_05,10.20.5.215,DEV_05_A,Windhoek,SUCCESS,1,53.9,21.65,OT_08,0,0,0,0,0
VPN_1641,2026-08-17 18:41:00,VENDOR_05,USER_05,10.20.5.129,DEV_05_A,Windhoek,SUCCESS,1,17.2,5.49,OT_05,0,0,1,0,0
VPN_1372,2026-08-17 18:47:00,VENDOR_07,USER_07,198.51.100.195,DEV_EXT_847,Unknown,SUCCESS,0,70.9,12.15,OT_13,0,1,6,1,1
VPN_1376,2026-08-17 19:17:00,VENDOR_12,USER_12,10.20.12.120,DEV_12_A,Windhoek,SUCCESS,1,48.0,5.52,OT_06,0,0,2,0,0
VPN_1207,2026-08-17 19:34:00,VENDOR_05,USER_05,10.20.5.46,DEV_05_A,Windhoek,SUCCESS,1,11.9,1.39,OT_15,0,0,0,0,0
VPN_1186,2026-08-17 20:22:00,VENDOR_09,USER_09,198.51.100.16,DEV_EXT_551,Unknown,SUCCESS,1,73.4,20.92,OT_09,1,1,2,0,1
VPN_1090,2026-08-17 20:27:00,VENDOR_10,USER_10,10.20.10.222,DEV_10_A,Windhoek,SUCCESS,1,28.0,2.69,OT_15,1,0,0,0,0
VPN_0561,2026-08-17 20:39:00,VENDOR_10,USER_10,10.20.10.77,DEV_10_A,Windhoek,SUCCESS,1,25.8,6.83,OT_12,1,0,0,0,0
VPN_1906,2026-08-17 20:42:00,VENDOR_03,USER_03,10.20.3.102,DEV_03_A,Windhoek,SUCCESS,1,27.5,15.72,OT_15,1,0,0,0,0
VPN_0203,2026-08-17 20:59:00,VENDOR_04,USER_04,10.20.4.158,DEV_04_A,Erongo,SUCCESS,1,24.6,8.06,OT_13,1,0,0,0,0
VPN_0659,2026-08-17 21:15:00,VENDOR_08,USER_08,10.20.8.121,DEV_08_A,Windhoek,SUCCESS,1,22.6,13.69,OT_08,1,0,1,0,0
VPN_1534,2026-08-17 22:42:00,VENDOR_11,USER_11,10.20.11.47,DEV_11_A,Windhoek,SUCCESS,1,32.3,6.29,OT_08,1,0,1,0,0
VPN_1472,2026-08-17 23:04:00,VENDOR_06,USER_06,10.20.6.189,DEV_06_A,Windhoek,SUCCESS,1,41.3,3.44,OT_13,1,0,0,0,0
VPN_1590,2026-08-17 23:12:00,VENDOR_09,USER_09,10.20.9.184,DEV_09_A,Windhoek,SUCCESS,1,26.9,3.57,OT_04,1,0,0,0,0
VPN_0480,2026-08-17 23:44:00,VENDOR_01,USER_01,10.20.1.219,DEV_01_A,Windhoek,SUCCESS,1,8.0,30.58,OT_14,1,0,1,0,0
VPN_0425,2026-08-18 00:14:00,VENDOR_11,USER_11,10.20.11.80,DEV_11_A,Windhoek,SUCCESS,1,27.7,4.68,OT_03,1,0,0,0,0
VPN_0582,2026-08-18 01:13:00,VENDOR_04,USER_04,10.20.4.74,DEV_04_A,Windhoek,SUCCESS,1,52.5,7.97,OT_13,1,0,1,0,0
VPN_0086,2026-08-18 01:16:00,VENDOR_03,USER_03,198.51.100.78,DEV_03_A,Unknown,SUCCESS,1,73.7,21.19,OT_10,1,0,0,0,0
VPN_0335,2026-08-18 02:10:00,VENDOR_06,USER_06,10.20.6.221,DEV_06_A,Windhoek,SUCCESS,1,37.9,2.95,OT_01,1,0,0,0,0
VPN_1144,2026-08-18 02:20:00,VENDOR_06,USER_06,10.20.6.161,DEV_06_A,Windhoek,FAIL,0,15.9,3.22,OT_08,1,0,0,0,0
VPN_0667,2026-08-18 02:27:00,VENDOR_04,USER_04,10.20.4.150,DEV_04_A,Windhoek,SUCCESS,1,28.9,16.83,OT_13,1,0,0,0,0
VPN_0123,2026-08-18 03:06:00,VENDOR_08,USER_08,10.20.8.36,DEV_08_A,Windhoek,SUCCESS,1,27.6,14.57,OT_15,1,0,0,0,0
VPN_1828,2026-08-18 03:38:00,VENDOR_09,USER_09,10.20.9.121,DEV_09_A,Erongo,SUCCESS,1,33.7,6.92,OT_02,1,0,0,0,0
VPN_1988,2026-08-18 03:49:00,VENDOR_09,USER_09,10.20.9.84,DEV_09_A,Erongo,SUCCESS,1,16.8,3.57,OT_10,1,0,0,0,0
VPN_1132,2026-08-18 04:01:00,VENDOR_10,USER_10,10.20.10.40,DEV_10_A,Windhoek,SUCCESS,1,17.5,2.72,OT_10,1,0,0,0,0
VPN_1745,2026-08-18 04:56:00,VENDOR_11,USER_11,10.20.11.41,DEV_11_A,Windhoek,SUCCESS,1,37.3,11.55,OT_01,1,0,0,0,0
VPN_1949,2026-08-18 05:46:00,VENDOR_03,USER_03,10.20.3.90,DEV_03_A,Windhoek,SUCCESS,1,16.2,5.36,OT_08,1,0,0,0,0
VPN_1997,2026-08-18 05:51:00,VENDOR_01,USER_01,10.20.1.231,DEV_01_A,Windhoek,SUCCESS,1,40.4,3.87,OT_12,1,0,1,0,0
VPN_0688,2026-08-18 05:52:00,VENDOR_10,USER_10,10.20.10.51,DEV_10_A,Windhoek,SUCCESS,1,12.7,3.15,OT_13,1,0,0,0,0
VPN_1212,2026-08-18 05:55:00,VENDOR_07,USER_07,10.20.7.187,DEV_07_A,Windhoek,SUCCESS,1,53.4,3.95,OT_02,1,0,0,0,0
VPN_0135,2026-08-18 05:58:00,VENDOR_10,USER_10,10.20.10.95,DEV_10_A,Windhoek,SUCCESS,1,25.2,2.34,OT_03,1,0,0,0,0
VPN_0432,2026-08-18 06:13:00,VENDOR_03,USER_03,10.20.3.19,DEV_03_A,Windhoek,SUCCESS,1,20.6,19.17,OT_12,0,0,0,0,0
VPN_0373,2026-08-18 07:27:00,VENDOR_02,USER_02,10.20.2.61,DEV_02_A,Windhoek,SUCCESS,1,42.5,3.58,OT_06,0,0,0,0,0
VPN_0928,2026-08-18 07:36:00,VENDOR_11,USER_11,10.20.11.81,DEV_11_A,Windhoek,SUCCESS,1,28.2,5.86,OT_14,0,0,0,0,0
VPN_0842,2026-08-18 07:48:00,VENDOR_08,USER_08,10.20.8.25,DEV_08_A,Windhoek,SUCCESS,1,36.6,40.63,OT_10,0,0,0,0,0
VPN_0314,2026-08-18 08:09:00,VENDOR_10,USER_10,10.20.10.150,DEV_10_A,Erongo,SUCCESS,1,45.3,13.02,OT_06,0,0,1,0,0
VPN_1199,2026-08-18 08:59:00,VENDOR_07,USER_07,198.51.100.36,DEV_EXT_479,Outside Namibia,SUCCESS,1,112.3,29.72,OT_13,0,1,2,1,0
VPN_1555,2026-08-18 09:03:00,VENDOR_05,USER_05,10.20.5.61,DEV_05_A,Windhoek,SUCCESS,0,28.5,0.95,OT_04,0,0,0,0,0
VPN_1540,2026-08-18 09:32:00,VENDOR_12,USER_12,10.20.12.53,DEV_12_A,Windhoek,SUCCESS,1,18.0,6.28,OT_09,0,0,0,0,0
VPN_1773,2026-08-18 09:50:00,VENDOR_03,USER_03,10.20.3.160,DEV_03_A,Windhoek,SUCCESS,1,40.1,1.84,OT_13,0,0,0,0,0
VPN_1101,2026-08-18 10:28:00,VENDOR_06,USER_06,10.20.6.224,DEV_06_A,Windhoek,SUCCESS,1,27.4,2.61,OT_06,0,0,0,0,0
VPN_1386,2026-08-18 12:27:00,VENDOR_01,USER_01,198.51.100.243,DEV_01_A,Unknown,SUCCESS,1,64.3,93.13,OT_12,0,0,3,1,1
VPN_1768,2026-08-18 12:34:00,VENDOR_02,USER_02,10.20.2.209,DEV_02_A,Erongo,SUCCESS,1,26.2,1.96,OT_12,0,0,0,0,0
VPN_1816,2026-08-18 13:08:00,VENDOR_06,USER_06,10.20.6.40,DEV_06_A,Windhoek,SUCCESS,1,47.3,3.12,OT_15,0,0,0,0,0
VPN_0105,2026-08-18 13:37:00,VENDOR_02,USER_02,10.20.2.116,DEV_02_A,Windhoek,SUCCESS,1,35.5,23.1,OT_04,0,0,0,0,0
VPN_0543,2026-08-18 13:41:00,VENDOR_04,USER_04,10.20.4.97,DEV_04_A,Windhoek,SUCCESS,1,33.2,40.85,OT_08,0,0,1,0,0
VPN_1801,2026-08-18 13:44:00,VENDOR_05,USER_05,10.20.5.232,DEV_05_A,Windhoek,SUCCESS,1,22.5,10.91,OT_13,0,0,0,0,0
VPN_0973,2026-08-18 14:06:00,VENDOR_10,USER_10,10.20.10.34,DEV_10_A,Windhoek,SUCCESS,1,22.4,3.39,OT_10,0,0,0,0,0
VPN_1483,2026-08-18 14:31:00,VENDOR_11,USER_11,10.20.11.153,DEV_11_A,Windhoek,SUCCESS,1,22.0,7.65,OT_15,0,0,0,0,0
VPN_0337,2026-08-18 14:44:00,VENDOR_10,USER_10,10.20.10.6,DEV_10_A,Erongo,SUCCESS,1,34.3,2.61,OT_10,0,0,0,0,0
VPN_0202,2026-08-18 15:04:00,VENDOR_05,USER_05,10.20.5.177,DEV_05_A,Windhoek,SUCCESS,1,17.1,5.35,OT_03,0,0,1,0,0
VPN_1091,2026-08-18 15:14:00,VENDOR_07,USER_07,10.20.7.236,DEV_07_A,Windhoek,SUCCESS,1,16.7,3.71,OT_10,0,0,0,0,0
VPN_1018,2026-08-18 15:19:00,VENDOR_01,USER_01,10.20.1.19,DEV_01_A,Windhoek,SUCCESS,1,21.9,14.19,OT_15,0,0,0,0,0
VPN_0200,2026-08-18 15:19:00,VENDOR_11,USER_11,10.20.11.140,DEV_11_A,Windhoek,SUCCESS,1,32.8,7.41,OT_08,0,0,0,0,0
VPN_0076,2026-08-18 15:56:00,VENDOR_01,USER_01,10.20.1.30,DEV_01_A,Erongo,SUCCESS,1,68.7,1.0,OT_07,0,0,0,0,0
VPN_1043,2026-08-18 16:02:00,VENDOR_09,USER_09,10.20.9.221,DEV_09_A,Erongo,SUCCESS,1,17.8,3.11,OT_07,0,0,0,0,0
VPN_0475,2026-08-18 16:23:00,VENDOR_04,USER_04,10.20.4.236,DEV_04_A,Windhoek,SUCCESS,1,28.6,1.37,OT_06,0,0,0,0,0
VPN_0157,2026-08-18 17:05:00,VENDOR_12,USER_12,10.20.12.220,DEV_12_A,Erongo,SUCCESS,1,35.6,4.66,OT_07,0,0,0,0,0
VPN_0411,2026-08-18 17:07:00,VENDOR_05,USER_05,10.20.5.140,DEV_05_A,Windhoek,SUCCESS,0,14.7,3.83,OT_09,0,0,1,0,0
VPN_0393,2026-08-18 17:15:00,VENDOR_01,USER_01,10.20.1.111,DEV_01_A,Windhoek,SUCCESS,1,36.3,12.74,OT_12,0,0,1,0,0
VPN_0260,2026-08-18 17:15:00,VENDOR_04,USER_04,10.20.4.190,DEV_04_A,Windhoek,SUCCESS,1,31.3,4.77,OT_04,0,0,0,0,0
VPN_1613,2026-08-18 17:44:00,VENDOR_07,USER_07,10.20.7.126,DEV_07_A,Windhoek,SUCCESS,1,18.6,3.95,OT_13,0,0,0,0,0
VPN_1674,2026-08-18 17:55:00,VENDOR_09,USER_09,10.20.9.190,DEV_09_A,Windhoek,SUCCESS,1,21.9,7.45,OT_08,0,0,0,0,0
VPN_0772,2026-08-18 18:37:00,VENDOR_05,USER_05,10.20.5.217,DEV_05_A,Windhoek,SUCCESS,1,21.4,3.26,OT_08,0,0,0,0,0
VPN_1677,2026-08-18 18:49:00,VENDOR_09,USER_09,10.20.9.202,DEV_09_A,Windhoek,SUCCESS,1,37.3,5.61,OT_14,0,0,0,0,0
VPN_0854,2026-08-18 19:11:00,VENDOR_05,USER_05,10.20.5.3,DEV_05_A,Windhoek,SUCCESS,1,49.6,3.59,OT_03,0,0,0,1,0
VPN_1130,2026-08-18 19:16:00,VENDOR_05,USER_05,10.20.5.34,DEV_05_A,Windhoek,SUCCESS,1,26.0,1.98,OT_06,0,0,0,0,0
VPN_1429,2026-08-18 19:17:00,VENDOR_02,USER_02,10.20.2.41,DEV_02_A,Windhoek,SUCCESS,1,27.0,4.17,OT_11,0,0,0,0,0
VPN_1181,2026-08-18 19:25:00,VENDOR_06,USER_06,198.51.100.122,DEV_EXT_129,Outside Namibia,FAIL,0,70.4,23.57,OT_01,0,1,3,1,1
VPN_1553,2026-08-18 19:50:00,VENDOR_10,USER_10,198.51.100.170,DEV_10_A,Outside Namibia,FAIL,1,78.6,38.46,OT_06,0,0,7,1,1
VPN_1194,2026-08-18 20:20:00,VENDOR_01,USER_01,10.20.1.18,DEV_01_A,Windhoek,SUCCESS,1,38.1,5.27,OT_08,1,0,1,0,0
VPN_1325,2026-08-18 20:38:00,VENDOR_04,USER_04,10.20.4.66,DEV_04_A,Erongo,SUCCESS,1,24.8,4.21,OT_01,1,0,0,0,0
VPN_0529,2026-08-18 20:58:00,VENDOR_09,USER_09,10.20.9.217,DEV_09_A,Windhoek,SUCCESS,1,14.2,9.23,OT_05,1,0,0,0,0
VPN_0866,2026-08-18 22:01:00,VENDOR_11,USER_11,10.20.11.184,DEV_11_A,Windhoek,SUCCESS,0,34.6,20.39,OT_06,1,0,0,0,0
VPN_0902,2026-08-18 22:12:00,VENDOR_05,USER_05,10.20.5.23,DEV_05_A,Windhoek,SUCCESS,1,18.9,1.91,OT_01,1,0,0,0,0
VPN_1633,2026-08-18 22:58:00,VENDOR_03,USER_03,10.20.3.171,DEV_03_A,Windhoek,SUCCESS,1,33.1,8.65,OT_06,1,0,0,0,0
VPN_1159,2026-08-18 23:16:00,VENDOR_12,USER_12,10.20.12.152,DEV_12_A,Windhoek,SUCCESS,1,41.5,3.39,OT_15,1,0,0,0,0
VPN_1065,2026-08-18 23:53:00,VENDOR_08,USER_08,198.51.100.74,DEV_EXT_256,Unknown,SUCCESS,0,85.6,90.69,OT_03,1,1,2,0,1
VPN_0922,2026-08-18 23:59:00,VENDOR_11,USER_11,10.20.11.233,DEV_11_A,Windhoek,SUCCESS,1,40.2,2.12,OT_10,1,0,0,0,0
VPN_0648,2026-08-19 00:03:00,VENDOR_01,USER_01,10.20.1.224,DEV_01_A,Windhoek,SUCCESS,1,13.2,8.09,OT_13,1,0,0,0,0
VPN_1342,2026-08-19 00:33:00,VENDOR_02,USER_02,10.20.2.158,DEV_02_A,Windhoek,SUCCESS,1,43.4,1.8,OT_07,1,0,2,0,0
VPN_0636,2026-08-19 00:53:00,VENDOR_04,USER_04,10.20.4.25,DEV_04_A,Windhoek,SUCCESS,1,18.2,1.8,OT_12,1,0,1,0,0
VPN_0658,2026-08-19 00:58:00,VENDOR_02,USER_02,10.20.2.82,DEV_02_A,Erongo,FAIL,1,38.1,8.64,OT_03,1,0,1,0,0
VPN_1424,2026-08-19 01:08:00,VENDOR_10,USER_10,10.20.10.104,DEV_10_A,Windhoek,SUCCESS,1,24.8,3.52,OT_05,1,0,0,0,0
VPN_0192,2026-08-19 01:27:00,VENDOR_09,USER_09,198.51.100.168,DEV_09_A,Outside Namibia,SUCCESS,0,69.9,87.96,OT_11,1,0,2,0,1
VPN_0185,2026-08-19 01:58:00,VENDOR_01,USER_01,10.20.1.63,DEV_01_A,Windhoek,SUCCESS,1,23.3,1.33,OT_01,1,0,1,0,0
VPN_1874,2026-08-19 02:00:00,VENDOR_08,USER_08,198.51.100.3,DEV_EXT_870,Outside Namibia,SUCCESS,0,64.4,81.77,OT_07,1,1,4,1,1
VPN_0296,2026-08-19 02:08:00,VENDOR_12,USER_12,10.20.12.153,DEV_12_A,Windhoek,SUCCESS,1,33.6,5.36,OT_15,1,0,0,0,0
VPN_0421,2026-08-19 02:14:00,VENDOR_03,USER_03,10.20.3.172,DEV_03_A,Windhoek,SUCCESS,1,24.6,4.34,OT_07,1,0,0,0,0
VPN_1770,2026-08-19 02:27:00,VENDOR_09,USER_09,10.20.9.152,DEV_09_A,Erongo,SUCCESS,1,61.1,8.18,OT_06,1,0,1,0,0
VPN_0606,2026-08-19 02:28:00,VENDOR_05,USER_05,10.20.5.227,DEV_05_A,Windhoek,SUCCESS,1,54.3,4.38,OT_05,1,0,0,0,0
VPN_0830,2026-08-19 03:45:00,VENDOR_04,USER_04,10.20.4.62,DEV_04_A,Windhoek,SUCCESS,0,27.4,13.9,OT_03,1,0,0,0,0
VPN_1460,2026-08-19 03:45:00,VENDOR_09,USER_09,10.20.9.117,DEV_09_A,Erongo,SUCCESS,1,13.6,6.89,OT_11,1,0,2,0,0
VPN_0770,2026-08-19 04:50:00,VENDOR_11,USER_11,10.20.11.215,DEV_11_A,Windhoek,SUCCESS,1,35.8,5.9,OT_14,1,0,0,0,0
VPN_0777,2026-08-19 05:15:00,VENDOR_05,USER_05,10.20.5.4,DEV_05_A,Windhoek,SUCCESS,1,31.6,3.29,OT_14,1,0,2,0,0
VPN_1925,2026-08-19 05:53:00,VENDOR_08,USER_08,10.20.8.136,DEV_08_A,Windhoek,SUCCESS,1,22.1,5.62,OT_10,1,0,0,0,0
VPN_1583,2026-08-19 06:04:00,VENDOR_08,USER_08,10.20.8.54,DEV_08_A,Windhoek,SUCCESS,1,19.0,2.67,OT_01,0,0,0,0,0
VPN_1157,2026-08-19 06:15:00,VENDOR_07,USER_07,10.20.7.176,DEV_07_A,Erongo,SUCCESS,1,23.0,3.43,OT_10,0,0,0,0,0
VPN_1373,2026-08-19 06:42:00,VENDOR_04,USER_04,10.20.4.30,DEV_04_A,Windhoek,SUCCESS,1,48.2,3.4,OT_06,0,0,0,0,0
VPN_0323,2026-08-19 07:03:00,VENDOR_02,USER_02,10.20.2.16,DEV_EXT_140,Windhoek,SUCCESS,1,18.7,8.08,OT_05,0,1,0,0,0
VPN_1873,2026-08-19 07:34:00,VENDOR_11,USER_11,10.20.11.241,DEV_11_A,Erongo,SUCCESS,1,19.1,4.12,OT_08,0,0,0,0,0
VPN_0143,2026-08-19 07:51:00,VENDOR_09,USER_09,10.20.9.26,DEV_09_A,Windhoek,SUCCESS,0,10.6,9.85,OT_11,0,0,2,0,0
VPN_1908,2026-08-19 08:23:00,VENDOR_03,USER_03,10.20.3.166,DEV_03_A,Windhoek,SUCCESS,1,39.5,3.84,OT_13,0,0,0,0,0
VPN_0288,2026-08-19 08:25:00,VENDOR_02,USER_02,10.20.2.40,DEV_02_A,Windhoek,SUCCESS,1,52.7,6.84,OT_07,0,0,0,0,0
VPN_1866,2026-08-19 08:47:00,VENDOR_11,USER_11,10.20.11.146,DEV_11_A,Windhoek,SUCCESS,1,25.2,23.4,OT_14,0,0,0,0,0
VPN_1846,2026-08-19 08:53:00,VENDOR_04,USER_04,10.20.4.158,DEV_04_A,Windhoek,SUCCESS,1,42.4,2.18,OT_03,0,0,1,0,0
VPN_0937,2026-08-19 09:09:00,VENDOR_07,USER_07,10.20.7.159,DEV_07_A,Windhoek,SUCCESS,1,12.9,2.8,OT_07,0,0,1,0,0
VPN_1994,2026-08-19 09:28:00,VENDOR_07,USER_07,10.20.7.248,DEV_07_A,Windhoek,SUCCESS,1,32.4,3.47,OT_15,0,0,0,0,0
VPN_1748,2026-08-19 09:55:00,VENDOR_12,USER_12,10.20.12.173,DEV_12_A,Erongo,SUCCESS,1,34.0,2.11,OT_03,0,0,0,0,0
VPN_0907,2026-08-19 10:04:00,VENDOR_07,USER_07,10.20.7.211,DEV_07_A,Windhoek,SUCCESS,1,17.5,5.14,OT_15,0,0,0,0,0
VPN_1267,2026-08-19 10:04:00,VENDOR_10,USER_10,10.20.10.119,DEV_10_A,Windhoek,SUCCESS,1,30.8,2.9,OT_11,0,0,0,0,0
VPN_0017,2026-08-19 10:12:00,VENDOR_11,USER_11,10.20.11.37,DEV_11_A,Windhoek,SUCCESS,1,34.1,3.38,OT_11,0,0,1,0,0
VPN_1845,2026-08-19 10:48:00,VENDOR_11,USER_11,10.20.11.148,DEV_11_A,Windhoek,SUCCESS,1,18.7,7.82,OT_11,0,0,0,0,0
VPN_0600,2026-08-19 11:02:00,VENDOR_01,USER_01,10.20.1.125,DEV_01_A,Windhoek,SUCCESS,1,27.4,3.73,OT_15,0,0,1,0,0
VPN_1599,2026-08-19 11:47:00,VENDOR_07,USER_07,10.20.7.215,DEV_07_A,Windhoek,SUCCESS,1,49.6,19.1,OT_04,0,0,0,0,0
VPN_1550,2026-08-19 11:51:00,VENDOR_09,USER_09,10.20.9.29,DEV_09_A,Windhoek,SUCCESS,1,41.4,3.38,OT_02,0,0,0,0,0
VPN_1693,2026-08-19 12:34:00,VENDOR_06,USER_06,10.20.6.246,DEV_06_A,Windhoek,SUCCESS,0,52.5,6.42,OT_01,0,0,0,0,0
VPN_0278,2026-08-19 12:34:00,VENDOR_04,USER_04,10.20.4.188,DEV_04_A,Windhoek,SUCCESS,0,30.6,4.13,OT_15,0,0,0,0,0
VPN_0401,2026-08-19 12:38:00,VENDOR_03,USER_03,198.51.100.174,DEV_EXT_411,Unknown,SUCCESS,0,114.7,46.65,OT_13,0,1,5,1,1
VPN_1317,2026-08-19 12:51:00,VENDOR_06,USER_06,10.20.6.97,DEV_06_A,Windhoek,SUCCESS,1,27.4,4.99,OT_08,0,0,0,0,0
VPN_0887,2026-08-19 12:52:00,VENDOR_03,USER_03,198.51.100.199,DEV_EXT_866,Outside Namibia,SUCCESS,1,74.3,352.32,OT_14,0,1,6,1,1
VPN_0140,2026-08-19 13:10:00,VENDOR_12,USER_12,10.20.12.186,DEV_12_A,Windhoek,SUCCESS,1,16.4,3.07,OT_13,0,0,2,0,0
VPN_1462,2026-08-19 13:29:00,VENDOR_07,USER_07,10.20.7.86,DEV_07_A,Windhoek,SUCCESS,1,36.2,2.33,OT_08,0,0,0,0,0
VPN_1898,2026-08-19 13:31:00,VENDOR_05,USER_05,10.20.5.132,DEV_05_A,Windhoek,SUCCESS,1,41.8,8.38,OT_12,0,0,0,0,0
VPN_0831,2026-08-19 13:34:00,VENDOR_12,USER_12,10.20.12.134,DEV_12_A,Windhoek,SUCCESS,1,38.3,4.72,OT_02,0,0,1,0,0
VPN_1385,2026-08-19 13:42:00,VENDOR_06,USER_06,10.20.6.42,DEV_06_A,Windhoek,SUCCESS,1,23.4,3.28,OT_10,0,0,0,0,0
VPN_1492,2026-08-19 13:53:00,VENDOR_11,USER_11,10.20.11.43,DEV_11_A,Windhoek,SUCCESS,1,17.9,9.2,OT_14,0,0,0,0,0
VPN_0827,2026-08-19 16:51:00,VENDOR_04,USER_04,198.51.100.81,DEV_04_A,Unknown,SUCCESS,0,99.9,38.1,OT_02,0,0,3,1,1
VPN_1731,2026-08-19 16:57:00,VENDOR_06,USER_06,10.20.6.53,DEV_06_A,Windhoek,SUCCESS,1,34.0,1.81,OT_12,0,0,0,0,0
VPN_0324,2026-08-19 17:27:00,VENDOR_09,USER_09,10.20.9.9,DEV_09_A,Windhoek,SUCCESS,1,36.8,4.24,OT_13,0,0,1,0,0
VPN_1968,2026-08-19 17:34:00,VENDOR_11,USER_11,10.20.11.34,DEV_11_A,Erongo,FAIL,1,14.7,12.03,OT_05,0,0,0,0,0
VPN_1551,2026-08-19 17:40:00,VENDOR_02,USER_02,10.20.2.223,DEV_02_A,Windhoek,SUCCESS,1,29.1,8.71,OT_10,0,0,0,0,0
VPN_1062,2026-08-19 17:51:00,VENDOR_02,USER_02,10.20.2.172,DEV_02_A,Windhoek,SUCCESS,1,31.3,3.1,OT_15,0,0,0,0,0
VPN_0505,2026-08-19 17:51:00,VENDOR_01,USER_01,10.20.1.205,DEV_01_A,Windhoek,FAIL,1,13.0,4.81,OT_14,0,0,0,0,0
VPN_0011,2026-08-19 18:29:00,VENDOR_06,USER_06,10.20.6.196,DEV_06_A,Windhoek,SUCCESS,1,5.2,2.66,OT_05,0,0,0,0,0
VPN_1800,2026-08-19 18:41:00,VENDOR_01,USER_01,10.20.1.64,DEV_01_A,Windhoek,SUCCESS,1,24.9,1.46,OT_01,0,0,2,0,0
VPN_0527,2026-08-19 19:00:00,VENDOR_03,USER_03,198.51.100.227,DEV_EXT_119,Unknown,FAIL,1,103.5,51.57,OT_12,0,1,9,0,1
VPN_0579,2026-08-19 19:10:00,VENDOR_05,USER_05,10.20.5.19,DEV_05_A,Windhoek,SUCCESS,1,27.2,13.04,OT_14,0,0,0,0,0
