telemetry_id,timestamp,asset_id,sensor_type,value,set_point,deviation,command_count,state,anomaly_flag
TEL_1034,2026-08-11 18:26:00,OT_08,pressure_bar,3.856,4.0,0.144,2,NORMAL,0
TEL_1181,2026-08-11 19:32:00,OT_12,reservoir_level_pct,75.259,72.0,3.259,1,NORMAL,0
TEL_0717,2026-08-11 20:06:00,OT_04,chlorine_mg_l,0.636,0.7,0.064,0,NORMAL,0
TEL_0987,2026-08-11 20:38:00,OT_13,pressure_bar,3.546,4.0,0.454,0,NORMAL,0
TEL_0219,2026-08-11 21:10:00,OT_13,chlorine_mg_l,0.663,0.7,0.037,1,NORMAL,0
TEL_0601,2026-08-11 21:39:00,OT_13,chlorine_mg_l,0.606,0.7,0.094,2,NORMAL,0
TEL_1291,2026-08-11 22:17:00,OT_11,flow_lps,220.885,210.0,10.885,0,NORMAL,0
TEL_0666,2026-08-11 22:56:00,OT_08,pressure_bar,4.335,4.0,0.335,1,NORMAL,0
TEL_0014,2026-08-12 00:49:00,OT_01,flow_lps,192.346,210.0,17.654,4,NORMAL,0
TEL_1140,2026-08-12 01:11:00,OT_10,chlorine_mg_l,0.796,0.7,0.096,1,NORMAL,0
TEL_1038,2026-08-12 01:17:00,OT_08,chlorine_mg_l,0.633,0.7,0.067,4,NORMAL,0
TEL_0100,2026-08-12 02:03:00,OT_11,pressure_bar,3.29,4.0,0.71,0,NORMAL,0
TEL_0844,2026-08-12 02:08:00,OT_04,pressure_bar,4.953,4.0,0.953,1,NORMAL,0
TEL_1072,2026-08-12 02:18:00,OT_08,flow_lps,190.576,210.0,19.424,2,NORMAL,0
TEL_1349,2026-08-12 02:33:00,OT_11,chlorine_mg_l,0.731,0.7,0.031,0,NORMAL,0
TEL_1295,2026-08-12 02:58:00,OT_10,reservoir_level_pct,68.724,72.0,3.276,0,NORMAL,0
TEL_1161,2026-08-12 03:05:00,OT_03,reservoir_level_pct,81.511,72.0,9.511,1,NORMAL,0
TEL_0593,2026-08-12 03:28:00,OT_03,flow_lps,234.608,210.0,24.608,9,ALARM,1
TEL_1352,2026-08-12 03:48:00,OT_05,pressure_bar,4.485,4.0,0.485,2,NORMAL,0
TEL_0763,2026-08-12 04:11:00,OT_11,flow_lps,180.833,210.0,29.167,2,NORMAL,0
TEL_0296,2026-08-12 04:49:00,OT_04,chlorine_mg_l,0.589,0.7,0.111,2,NORMAL,0
TEL_0409,2026-08-12 05:37:00,OT_06,chlorine_mg_l,0.569,0.7,0.131,2,NORMAL,0
TEL_1431,2026-08-12 05:45:00,OT_07,reservoir_level_pct,137.342,72.0,65.342,4,ALARM,1
TEL_0679,2026-08-12 05:58:00,OT_02,reservoir_level_pct,80.329,72.0,8.329,0,NORMAL,0
TEL_0696,2026-08-12 06:49:00,OT_03,chlorine_mg_l,0.773,0.7,0.073,1,NORMAL,0
TEL_1029,2026-08-12 06:52:00,OT_14,chlorine_mg_l,0.687,0.7,0.013,0,NORMAL,0
TEL_0454,2026-08-12 06:57:00,OT_09,pressure_bar,4.921,4.0,0.921,1,NORMAL,0
TEL_0756,2026-08-12 07:10:00,OT_13,flow_lps,220.799,210.0,10.799,1,NORMAL,0
TEL_1404,2026-08-12 07:33:00,OT_08,pressure_bar,4.909,4.0,0.909,5,NORMAL,0
TEL_0140,2026-08-12 07:38:00,OT_15,flow_lps,189.436,210.0,20.564,3,NORMAL,0
TEL_1487,2026-08-12 07:48:00,OT_09,pressure_bar,3.564,4.0,0.436,1,NORMAL,0
TEL_0231,2026-08-12 08:04:00,OT_14,flow_lps,203.563,210.0,6.437,1,NORMAL,0
TEL_1167,2026-08-12 08:13:00,OT_15,pressure_bar,6.25,4.0,2.25,8,ALARM,1
TEL_0491,2026-08-12 08:18:00,OT_09,reservoir_level_pct,75.535,72.0,3.535,1,NORMAL,0
TEL_0636,2026-08-12 09:20:00,OT_02,chlorine_mg_l,0.713,0.7,0.013,1,NORMAL,0
TEL_0282,2026-08-12 09:28:00,OT_14,flow_lps,211.626,210.0,1.626,2,NORMAL,0
TEL_0063,2026-08-12 10:06:00,OT_09,flow_lps,212.347,210.0,2.347,2,NORMAL,0
TEL_0546,2026-08-12 10:14:00,OT_15,chlorine_mg_l,0.659,0.7,0.041,2,NORMAL,0
TEL_1307,2026-08-12 10:27:00,OT_13,pressure_bar,3.979,4.0,0.021,1,NORMAL,0
TEL_0285,2026-08-12 11:51:00,OT_12,flow_lps,216.218,210.0,6.218,2,NORMAL,0
TEL_0025,2026-08-12 13:13:00,OT_02,chlorine_mg_l,1.048,0.7,0.348,8,ALARM,1
TEL_0824,2026-08-12 13:38:00,OT_07,flow_lps,251.972,210.0,41.972,2,NORMAL,0
TEL_0694,2026-08-12 13:47:00,OT_10,pressure_bar,4.234,4.0,0.234,2,NORMAL,0
TEL_1098,2026-08-12 13:56:00,OT_14,flow_lps,203.239,210.0,6.761,1,NORMAL,0
TEL_0945,2026-08-12 13:56:00,OT_02,flow_lps,205.461,210.0,4.539,1,NORMAL,0
TEL_0034,2026-08-12 14:17:00,OT_06,reservoir_level_pct,70.237,72.0,1.763,0,NORMAL,0
TEL_0960,2026-08-12 14:19:00,OT_05,chlorine_mg_l,0.839,0.7,0.139,0,NORMAL,0
TEL_1457,2026-08-12 15:04:00,OT_03,reservoir_level_pct,68.086,72.0,3.914,3,NORMAL,0
TEL_0877,2026-08-12 15:45:00,OT_09,flow_lps,233.687,210.0,23.687,1,NORMAL,0
TEL_0011,2026-08-12 17:07:00,OT_04,flow_lps,219.192,210.0,9.192,2,NORMAL,0
TEL_1028,2026-08-12 17:28:00,OT_14,flow_lps,197.584,210.0,12.416,1,NORMAL,0
TEL_1242,2026-08-12 17:38:00,OT_03,chlorine_mg_l,0.804,0.7,0.104,0,NORMAL,0
TEL_1205,2026-08-12 18:07:00,OT_09,chlorine_mg_l,0.68,0.7,0.02,2,NORMAL,0
TEL_1009,2026-08-12 18:09:00,OT_14,flow_lps,224.018,210.0,14.018,5,NORMAL,0
TEL_0397,2026-08-12 18:49:00,OT_14,reservoir_level_pct,75.463,72.0,3.463,3,NORMAL,0
TEL_0541,2026-08-12 19:15:00,OT_12,chlorine_mg_l,0.613,0.7,0.087,2,NORMAL,0
TEL_1491,2026-08-12 20:32:00,OT_01,pressure_bar,4.138,4.0,0.138,0,NORMAL,0
TEL_1472,2026-08-12 20:32:00,OT_10,pressure_bar,3.875,4.0,0.125,1,NORMAL,0
TEL_1459,2026-08-12 20:33:00,OT_03,reservoir_level_pct,83.034,72.0,11.034,2,NORMAL,0
TEL_1471,2026-08-12 22:57:00,OT_05,flow_lps,238.938,210.0,28.938,1,NORMAL,0
TEL_0270,2026-08-13 00:00:00,OT_15,reservoir_level_pct,75.645,72.0,3.645,1,NORMAL,0
TEL_0439,2026-08-13 00:52:00,OT_12,chlorine_mg_l,0.67,0.7,0.03,1,NORMAL,0
TEL_1210,2026-08-13 00:57:00,OT_05,reservoir_level_pct,62.241,72.0,9.759,1,NORMAL,0
TEL_1363,2026-08-13 01:27:00,OT_09,reservoir_level_pct,62.067,72.0,9.933,0,NORMAL,0
TEL_1336,2026-08-13 02:51:00,OT_14,chlorine_mg_l,0.754,0.7,0.054,2,NORMAL,0
TEL_1440,2026-08-13 03:18:00,OT_01,pressure_bar,4.182,4.0,0.182,1,NORMAL,0
TEL_0087,2026-08-13 04:00:00,OT_15,reservoir_level_pct,57.61,72.0,14.39,1,NORMAL,0
TEL_0871,2026-08-13 04:23:00,OT_14,pressure_bar,3.724,4.0,0.276,0,NORMAL,0
TEL_0056,2026-08-13 05:55:00,OT_15,chlorine_mg_l,0.788,0.7,0.088,1,NORMAL,0
TEL_0428,2026-08-13 06:33:00,OT_08,reservoir_level_pct,74.782,72.0,2.782,2,NORMAL,0
TEL_1463,2026-08-13 07:14:00,OT_10,chlorine_mg_l,0.579,0.7,0.121,0,NORMAL,0
TEL_0500,2026-08-13 07:43:00,OT_15,flow_lps,218.616,210.0,8.616,1,NORMAL,0
TEL_1348,2026-08-13 08:14:00,OT_09,pressure_bar,4.66,4.0,0.66,1,NORMAL,0
TEL_1039,2026-08-13 09:08:00,OT_03,flow_lps,225.036,210.0,15.036,0,NORMAL,0
TEL_1033,2026-08-13 09:32:00,OT_08,pressure_bar,3.366,4.0,0.634,1,NORMAL,0
TEL_0729,2026-08-13 09:36:00,OT_02,pressure_bar,3.726,4.0,0.274,0,NORMAL,0
TEL_0684,2026-08-13 09:45:00,OT_02,flow_lps,234.003,210.0,24.003,1,NORMAL,0
TEL_1123,2026-08-13 10:20:00,OT_15,chlorine_mg_l,0.705,0.7,0.005,1,NORMAL,0
TEL_0530,2026-08-13 10:27:00,OT_02,pressure_bar,6.635,4.0,2.635,11,ALARM,1
TEL_0891,2026-08-13 11:12:00,OT_11,reservoir_level_pct,76.392,72.0,4.392,0,NORMAL,0
TEL_0233,2026-08-13 11:58:00,OT_05,pressure_bar,4.493,4.0,0.493,0,NORMAL,0
TEL_0925,2026-08-13 14:47:00,OT_13,pressure_bar,4.646,4.0,0.646,1,NORMAL,0
TEL_0527,2026-08-13 15:22:00,OT_11,flow_lps,204.95,210.0,5.05,2,NORMAL,0
TEL_1424,2026-08-13 15:24:00,OT_13,flow_lps,268.43,210.0,58.43,0,NORMAL,0
TEL_0470,2026-08-13 15:43:00,OT_12,flow_lps,197.633,210.0,12.367,1,NORMAL,0
TEL_1142,2026-08-13 16:18:00,OT_04,reservoir_level_pct,52.843,72.0,19.157,1,NORMAL,0
TEL_0262,2026-08-13 16:25:00,OT_09,chlorine_mg_l,0.683,0.7,0.017,2,NORMAL,0
TEL_1395,2026-08-13 18:24:00,OT_06,reservoir_level_pct,58.159,72.0,13.841,1,NORMAL,0
TEL_0303,2026-08-13 18:48:00,OT_10,chlorine_mg_l,0.636,0.7,0.064,0,NORMAL,0
TEL_0464,2026-08-13 18:52:00,OT_12,pressure_bar,3.896,4.0,0.104,1,NORMAL,0
TEL_0331,2026-08-13 19:33:00,OT_13,chlorine_mg_l,0.619,0.7,0.081,0,NORMAL,0
TEL_0137,2026-08-13 19:41:00,OT_13,pressure_bar,4.249,4.0,0.249,1,NORMAL,0
TEL_1241,2026-08-13 19:43:00,OT_12,pressure_bar,4.981,4.0,0.981,1,NORMAL,0
TEL_0861,2026-08-13 20:04:00,OT_13,pressure_bar,3.414,4.0,0.586,1,NORMAL,0
TEL_0641,2026-08-13 20:39:00,OT_07,pressure_bar,3.662,4.0,0.338,1,NORMAL,0
TEL_0065,2026-08-13 20:57:00,OT_11,reservoir_level_pct,79.649,72.0,7.649,1,NORMAL,0
TEL_1062,2026-08-13 22:05:00,OT_08,reservoir_level_pct,66.082,72.0,5.918,0,NORMAL,0
TEL_0167,2026-08-13 22:39:00,OT_10,flow_lps,207.693,210.0,2.307,1,NORMAL,0
TEL_0881,2026-08-13 23:25:00,OT_12,chlorine_mg_l,0.651,0.7,0.049,3,NORMAL,0
TEL_0516,2026-08-13 23:36:00,OT_06,reservoir_level_pct,79.372,72.0,7.372,1,NORMAL,0
TEL_1279,2026-08-14 00:01:00,OT_01,pressure_bar,3.777,4.0,0.223,2,NORMAL,0
TEL_0917,2026-08-14 00:13:00,OT_13,chlorine_mg_l,0.609,0.7,0.091,0,NORMAL,0
TEL_0667,2026-08-14 00:20:00,OT_07,flow_lps,202.99,210.0,7.01,2,NORMAL,0
TEL_1353,2026-08-14 01:17:00,OT_11,flow_lps,192.671,210.0,17.329,1,NORMAL,0
TEL_1097,2026-08-14 01:27:00,OT_10,reservoir_level_pct,64.209,72.0,7.791,1,NORMAL,0
TEL_0520,2026-08-14 01:37:00,OT_12,flow_lps,197.325,210.0,12.675,0,NORMAL,0
TEL_0159,2026-08-14 02:24:00,OT_05,reservoir_level_pct,85.168,72.0,13.168,0,NORMAL,0
TEL_0465,2026-08-14 02:48:00,OT_05,pressure_bar,4.274,4.0,0.274,1,NORMAL,0
TEL_0517,2026-08-14 03:00:00,OT_02,chlorine_mg_l,0.574,0.7,0.126,1,NORMAL,0
TEL_0033,2026-08-14 05:01:00,OT_11,reservoir_level_pct,68.776,72.0,3.224,3,NORMAL,0
TEL_0143,2026-08-14 05:06:00,OT_02,pressure_bar,3.656,4.0,0.344,0,NORMAL,0
TEL_0404,2026-08-14 05:10:00,OT_13,flow_lps,183.787,210.0,26.213,0,NORMAL,0
TEL_0317,2026-08-14 05:11:00,OT_14,reservoir_level_pct,77.578,72.0,5.578,1,NORMAL,0
TEL_0069,2026-08-14 05:19:00,OT_10,flow_lps,199.735,210.0,10.265,1,NORMAL,0
TEL_0225,2026-08-14 06:03:00,OT_03,reservoir_level_pct,82.889,72.0,10.889,3,NORMAL,0
TEL_0661,2026-08-14 06:46:00,OT_09,flow_lps,229.369,210.0,19.369,0,NORMAL,0
TEL_0267,2026-08-14 07:09:00,OT_11,reservoir_level_pct,70.739,72.0,1.261,1,NORMAL,0
TEL_0406,2026-08-14 07:15:00,OT_11,chlorine_mg_l,0.634,0.7,0.066,2,NORMAL,0
TEL_1331,2026-08-14 08:38:00,OT_07,reservoir_level_pct,80.131,72.0,8.131,2,NORMAL,0
TEL_0178,2026-08-14 09:02:00,OT_04,pressure_bar,3.969,4.0,0.031,1,NORMAL,0
TEL_1452,2026-08-14 09:10:00,OT_04,chlorine_mg_l,0.794,0.7,0.094,9,ALARM,1
TEL_0673,2026-08-14 09:16:00,OT_05,pressure_bar,4.339,4.0,0.339,8,ALARM,1
TEL_0686,2026-08-14 09:40:00,OT_14,chlorine_mg_l,0.532,0.7,0.168,0,NORMAL,0
TEL_0435,2026-08-14 09:46:00,OT_08,chlorine_mg_l,0.809,0.7,0.109,1,NORMAL,0
TEL_0312,2026-08-14 09:50:00,OT_10,flow_lps,155.434,210.0,54.566,3,NORMAL,0
TEL_0356,2026-08-14 09:56:00,OT_12,pressure_bar,3.833,4.0,0.167,1,NORMAL,0
TEL_1332,2026-08-14 10:07:00,OT_09,flow_lps,188.015,210.0,21.985,1,NORMAL,0
TEL_1040,2026-08-14 10:31:00,OT_06,flow_lps,189.377,210.0,20.623,1,NORMAL,0
TEL_1360,2026-08-14 11:02:00,OT_04,chlorine_mg_l,0.653,0.7,0.047,0,NORMAL,0
TEL_1117,2026-08-14 12:24:00,OT_08,chlorine_mg_l,0.69,0.7,0.01,0,NORMAL,0
TEL_0864,2026-08-14 12:34:00,OT_06,chlorine_mg_l,0.733,0.7,0.033,1,NORMAL,0
TEL_0187,2026-08-14 12:36:00,OT_11,reservoir_level_pct,73.068,72.0,1.068,2,NORMAL,0
TEL_0597,2026-08-14 13:17:00,OT_15,pressure_bar,3.77,4.0,0.23,1,NORMAL,0
TEL_0315,2026-08-14 13:50:00,OT_15,reservoir_level_pct,78.094,72.0,6.094,0,NORMAL,0
TEL_0299,2026-08-14 13:55:00,OT_05,reservoir_level_pct,76.44,72.0,4.44,2,NORMAL,0
TEL_0256,2026-08-14 14:29:00,OT_05,chlorine_mg_l,0.702,0.7,0.002,1,NORMAL,0
TEL_0281,2026-08-14 14:29:00,OT_04,pressure_bar,5.525,4.0,1.525,8,ALARM,1
TEL_0101,2026-08-14 15:09:00,OT_13,chlorine_mg_l,0.525,0.7,0.175,5,NORMAL,0
TEL_1156,2026-08-14 16:09:00,OT_10,pressure_bar,3.986,4.0,0.014,3,NORMAL,0
TEL_0699,2026-08-14 17:22:00,OT_09,pressure_bar,4.094,4.0,0.094,1,NORMAL,0
TEL_1296,2026-08-14 17:52:00,OT_14,reservoir_level_pct,79.883,72.0,7.883,3,NORMAL,0
TEL_0142,2026-08-14 17:59:00,OT_10,reservoir_level_pct,77.727,72.0,5.727,3,NORMAL,0
TEL_0634,2026-08-14 18:07:00,OT_02,pressure_bar,4.138,4.0,0.138,1,NORMAL,0
TEL_1088,2026-08-14 20:58:00,OT_02,reservoir_level_pct,55.208,72.0,16.792,2,NORMAL,0
TEL_0798,2026-08-14 21:04:00,OT_14,reservoir_level_pct,69.236,72.0,2.764,2,NORMAL,0
TEL_0276,2026-08-14 21:07:00,OT_04,reservoir_level_pct,73.54,72.0,1.54,1,NORMAL,0
TEL_0203,2026-08-14 22:01:00,OT_14,pressure_bar,3.896,4.0,0.104,2,NORMAL,0
TEL_1350,2026-08-14 22:07:00,OT_15,reservoir_level_pct,71.777,72.0,0.223,1,NORMAL,0
TEL_0675,2026-08-14 22:20:00,OT_12,pressure_bar,4.92,4.0,0.92,5,ALARM,1
TEL_0102,2026-08-14 22:50:00,OT_02,flow_lps,220.783,210.0,10.783,0,NORMAL,0
TEL_1111,2026-08-14 23:48:00,OT_04,chlorine_mg_l,0.611,0.7,0.089,0,NORMAL,0
TEL_0930,2026-08-15 01:25:00,OT_08,reservoir_level_pct,83.035,72.0,11.035,2,NORMAL,0
TEL_0358,2026-08-15 02:24:00,OT_05,pressure_bar,4.041,4.0,0.041,1,NORMAL,0
TEL_0287,2026-08-15 02:56:00,OT_15,reservoir_level_pct,77.682,72.0,5.682,0,NORMAL,0
TEL_0879,2026-08-15 02:59:00,OT_08,chlorine_mg_l,0.795,0.7,0.095,12,ALARM,1
TEL_0302,2026-08-15 03:22:00,OT_02,flow_lps,235.736,210.0,25.736,1,NORMAL,0
TEL_0466,2026-08-15 03:30:00,OT_14,pressure_bar,4.461,4.0,0.461,1,NORMAL,0
TEL_0956,2026-08-15 04:03:00,OT_04,reservoir_level_pct,70.923,72.0,1.077,0,NORMAL,0
TEL_0098,2026-08-15 04:16:00,OT_09,pressure_bar,3.752,4.0,0.248,2,NORMAL,0
TEL_0801,2026-08-15 04:18:00,OT_03,reservoir_level_pct,102.254,72.0,30.254,8,ALARM,1
TEL_0724,2026-08-15 05:00:00,OT_04,chlorine_mg_l,0.65,0.7,0.05,2,NORMAL,0
TEL_1198,2026-08-15 05:03:00,OT_13,reservoir_level_pct,81.429,72.0,9.429,2,NORMAL,0
TEL_0857,2026-08-15 05:18:00,OT_07,chlorine_mg_l,0.713,0.7,0.013,1,NORMAL,0
TEL_0046,2026-08-15 05:29:00,OT_09,flow_lps,215.606,210.0,5.606,0,NORMAL,0
TEL_0077,2026-08-15 05:30:00,OT_09,chlorine_mg_l,0.764,0.7,0.064,1,NORMAL,0
TEL_1186,2026-08-15 06:38:00,OT_01,flow_lps,217.492,210.0,7.492,0,NORMAL,0
TEL_0528,2026-08-15 06:49:00,OT_15,chlorine_mg_l,0.764,0.7,0.064,2,NORMAL,0
TEL_1102,2026-08-15 06:53:00,OT_09,flow_lps,223.493,210.0,13.493,1,NORMAL,0
TEL_1281,2026-08-15 07:06:00,OT_02,reservoir_level_pct,72.162,72.0,0.162,3,NORMAL,0
TEL_1416,2026-08-15 07:11:00,OT_07,reservoir_level_pct,63.975,72.0,8.025,1,NORMAL,0
TEL_0914,2026-08-15 07:23:00,OT_07,reservoir_level_pct,66.869,72.0,5.131,2,NORMAL,0
TEL_1371,2026-08-15 07:35:00,OT_09,reservoir_level_pct,83.783,72.0,11.783,2,NORMAL,0
TEL_0381,2026-08-15 08:48:00,OT_11,reservoir_level_pct,69.532,72.0,2.468,0,NORMAL,0
TEL_1053,2026-08-15 09:09:00,OT_12,reservoir_level_pct,61.884,72.0,10.116,2,NORMAL,0
TEL_1244,2026-08-15 09:13:00,OT_12,chlorine_mg_l,0.733,0.7,0.033,1,NORMAL,0
TEL_0954,2026-08-15 09:19:00,OT_13,chlorine_mg_l,0.684,0.7,0.016,3,NORMAL,0
TEL_0124,2026-08-15 09:46:00,OT_06,pressure_bar,3.2,4.0,0.8,3,NORMAL,0
TEL_1456,2026-08-15 10:01:00,OT_06,reservoir_level_pct,67.413,72.0,4.587,1,NORMAL,0
TEL_0402,2026-08-15 11:37:00,OT_10,pressure_bar,2.853,4.0,1.147,0,NORMAL,0
TEL_0422,2026-08-15 11:46:00,OT_04,reservoir_level_pct,64.363,72.0,7.637,2,NORMAL,0
TEL_0494,2026-08-15 11:49:00,OT_01,flow_lps,219.501,210.0,9.501,0,NORMAL,0
TEL_0576,2026-08-15 12:08:00,OT_05,pressure_bar,4.62,4.0,0.62,2,NORMAL,0
TEL_1327,2026-08-15 13:28:00,OT_12,chlorine_mg_l,0.664,0.7,0.036,1,NORMAL,0
TEL_0421,2026-08-15 13:47:00,OT_14,chlorine_mg_l,0.622,0.7,0.078,2,NORMAL,0
TEL_0628,2026-08-15 15:09:00,OT_03,pressure_bar,4.277,4.0,0.277,1,NORMAL,0
TEL_0635,2026-08-15 15:29:00,OT_10,flow_lps,202.927,210.0,7.073,2,NORMAL,0
TEL_0017,2026-08-15 16:48:00,OT_14,chlorine_mg_l,0.738,0.7,0.038,0,NORMAL,0
TEL_0076,2026-08-15 17:03:00,OT_13,reservoir_level_pct,72.436,72.0,0.436,0,NORMAL,0
TEL_1013,2026-08-15 18:06:00,OT_03,chlorine_mg_l,0.7,0.7,0.0,1,NORMAL,0
TEL_0040,2026-08-15 18:07:00,OT_08,reservoir_level_pct,67.219,72.0,4.781,2,NORMAL,0
TEL_1339,2026-08-15 19:09:00,OT_12,chlorine_mg_l,0.797,0.7,0.097,6,ALARM,1
TEL_0395,2026-08-15 19:33:00,OT_08,flow_lps,389.182,210.0,179.182,9,ALARM,1
TEL_0670,2026-08-15 20:10:00,OT_03,pressure_bar,4.569,4.0,0.569,0,NORMAL,0
TEL_0985,2026-08-15 21:30:00,OT_07,pressure_bar,3.769,4.0,0.231,2,NORMAL,0
TEL_0650,2026-08-15 21:32:00,OT_13,reservoir_level_pct,73.813,72.0,1.813,1,NORMAL,0
TEL_0185,2026-08-15 21:47:00,OT_12,chlorine_mg_l,0.741,0.7,0.041,4,NORMAL,0
TEL_0306,2026-08-15 22:15:00,OT_04,reservoir_level_pct,76.119,72.0,4.119,1,NORMAL,0
TEL_0665,2026-08-15 23:19:00,OT_02,flow_lps,160.718,210.0,49.282,2,NORMAL,0
TEL_0594,2026-08-15 23:33:00,OT_07,flow_lps,226.818,210.0,16.818,1,NORMAL,0
TEL_1216,2026-08-15 23:51:00,OT_08,chlorine_mg_l,0.788,0.7,0.088,2,NORMAL,0
TEL_0830,2026-08-16 00:13:00,OT_04,pressure_bar,4.166,4.0,0.166,1,NORMAL,0
TEL_0418,2026-08-16 01:06:00,OT_10,pressure_bar,3.763,4.0,0.237,2,NORMAL,0
TEL_0873,2026-08-16 01:09:00,OT_07,reservoir_level_pct,77.83,72.0,5.83,0,NORMAL,0
TEL_0893,2026-08-16 01:59:00,OT_08,chlorine_mg_l,0.736,0.7,0.036,1,NORMAL,0
TEL_0483,2026-08-16 02:53:00,OT_15,flow_lps,236.134,210.0,26.134,2,NORMAL,0
TEL_0795,2026-08-16 03:02:00,OT_05,flow_lps,219.432,210.0,9.432,3,NORMAL,0
TEL_0998,2026-08-16 04:18:00,OT_07,pressure_bar,4.5,4.0,0.5,0,NORMAL,0
TEL_1314,2026-08-16 04:47:00,OT_15,reservoir_level_pct,71.806,72.0,0.194,0,NORMAL,0
TEL_0562,2026-08-16 04:58:00,OT_05,flow_lps,250.687,210.0,40.687,9,ALARM,1
TEL_1302,2026-08-16 05:32:00,OT_15,chlorine_mg_l,0.76,0.7,0.06,0,NORMAL,0
TEL_0150,2026-08-16 05:59:00,OT_13,flow_lps,287.36,210.0,77.36,10,ALARM,1
TEL_0915,2026-08-16 06:04:00,OT_04,flow_lps,223.418,210.0,13.418,0,NORMAL,0
TEL_0342,2026-08-16 06:17:00,OT_04,flow_lps,193.443,210.0,16.557,2,NORMAL,0
TEL_1419,2026-08-16 06:43:00,OT_09,chlorine_mg_l,0.615,0.7,0.085,0,NORMAL,0
TEL_0802,2026-08-16 07:28:00,OT_09,pressure_bar,3.647,4.0,0.353,3,NORMAL,0
TEL_0627,2026-08-16 07:29:00,OT_03,reservoir_level_pct,60.342,72.0,11.658,1,NORMAL,0
TEL_0841,2026-08-16 09:25:00,OT_01,pressure_bar,4.247,4.0,0.247,0,NORMAL,0
TEL_1125,2026-08-16 09:35:00,OT_12,pressure_bar,3.627,4.0,0.373,0,NORMAL,0
TEL_1050,2026-08-16 09:47:00,OT_09,chlorine_mg_l,0.81,0.7,0.11,3,NORMAL,0
TEL_0927,2026-08-16 09:50:00,OT_06,reservoir_level_pct,69.506,72.0,2.494,2,NORMAL,0
TEL_1037,2026-08-16 10:01:00,OT_06,chlorine_mg_l,0.766,0.7,0.066,2,NORMAL,0
TEL_1465,2026-08-16 10:10:00,OT_10,reservoir_level_pct,73.592,72.0,1.592,0,NORMAL,0
TEL_1377,2026-08-16 11:12:00,OT_13,pressure_bar,3.877,4.0,0.123,2,NORMAL,0
TEL_0616,2026-08-16 13:31:00,OT_10,pressure_bar,4.377,4.0,0.377,0,NORMAL,0
TEL_0337,2026-08-16 13:35:00,OT_12,flow_lps,280.411,210.0,70.411,11,ALARM,1
TEL_0010,2026-08-16 13:48:00,OT_15,chlorine_mg_l,0.848,0.7,0.148,0,NORMAL,0
TEL_1458,2026-08-16 13:56:00,OT_09,chlorine_mg_l,0.635,0.7,0.065,1,NORMAL,0
TEL_0221,2026-08-16 15:37:00,OT_12,pressure_bar,3.876,4.0,0.124,1,NORMAL,0
TEL_0532,2026-08-16 17:02:00,OT_01,reservoir_level_pct,65.927,72.0,6.073,1,NORMAL,0
TEL_0257,2026-08-16 17:56:00,OT_04,reservoir_level_pct,68.413,72.0,3.587,0,NORMAL,0
TEL_0237,2026-08-16 18:12:00,OT_09,reservoir_level_pct,64.965,72.0,7.035,1,NORMAL,0
TEL_0452,2026-08-16 18:55:00,OT_02,chlorine_mg_l,0.693,0.7,0.007,1,NORMAL,0
TEL_1305,2026-08-16 19:12:00,OT_08,flow_lps,213.887,210.0,3.887,2,NORMAL,0
TEL_1476,2026-08-16 19:36:00,OT_10,pressure_bar,3.737,4.0,0.263,0,NORMAL,0
TEL_0826,2026-08-16 19:52:00,OT_04,flow_lps,210.765,210.0,0.765,1,NORMAL,0
TEL_0453,2026-08-16 20:43:00,OT_09,pressure_bar,4.658,4.0,0.658,2,NORMAL,0
TEL_0705,2026-08-16 21:11:00,OT_02,reservoir_level_pct,84.273,72.0,12.273,2,NORMAL,0
TEL_1118,2026-08-16 22:03:00,OT_07,chlorine_mg_l,0.675,0.7,0.025,2,NORMAL,0
TEL_0744,2026-08-16 22:08:00,OT_10,flow_lps,181.922,210.0,28.078,1,NORMAL,0
TEL_1231,2026-08-16 22:12:00,OT_08,reservoir_level_pct,76.541,72.0,4.541,6,NORMAL,0
TEL_0213,2026-08-16 23:25:00,OT_11,reservoir_level_pct,63.5,72.0,8.5,2,NORMAL,0
TEL_1409,2026-08-17 00:25:00,OT_09,flow_lps,230.445,210.0,20.445,2,NORMAL,0
TEL_0814,2026-08-17 00:29:00,OT_06,flow_lps,159.318,210.0,50.682,1,NORMAL,0
TEL_0949,2026-08-17 00:40:00,OT_05,chlorine_mg_l,0.72,0.7,0.02,0,NORMAL,0
TEL_1115,2026-08-17 00:51:00,OT_01,pressure_bar,3.629,4.0,0.371,0,NORMAL,0
TEL_1041,2026-08-17 01:01:00,OT_15,reservoir_level_pct,62.512,72.0,9.488,1,NORMAL,0
TEL_0031,2026-08-17 01:35:00,OT_06,chlorine_mg_l,0.582,0.7,0.118,1,NORMAL,0
TEL_1455,2026-08-17 02:47:00,OT_12,reservoir_level_pct,64.352,72.0,7.648,0,NORMAL,0
TEL_0345,2026-08-17 03:57:00,OT_11,flow_lps,186.789,210.0,23.211,0,NORMAL,0
TEL_1329,2026-08-17 04:06:00,OT_10,reservoir_level_pct,98.661,72.0,26.661,9,ALARM,1
TEL_0407,2026-08-17 05:15:00,OT_04,pressure_bar,4.112,4.0,0.112,1,NORMAL,0
TEL_1106,2026-08-17 05:19:00,OT_07,flow_lps,185.068,210.0,24.932,0,NORMAL,0
